"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0397548","POCKY","4.62","111"
"IN0801325","POCKY","2.66","64"
"IN0258764","PUCCHO","146.25","300"
"IN0951644","PUCCHO","153.07","314"
"IN0505995","POCKY","12.36","297"
"IN0784146","MEIJI","355.32","470"
"IN0244956","POCKY","4.66","112"
"IN0437467","PUCCHO","202.31","415"
"IN0463697","MEIJI","363.64","481"
"IN0480062","MEIJI","347.0","459"
"IN0392092","MEIJI","170.86","226"
"IN0596084","MEIJI","275.18","364"
"IN0508713","PUCCHO","13.16","27"
"IN0858882","MEIJI","43.09","57"
"IN0668659","POCKY","0.5","12"
"IN0710952","POCKY","20.63","496"
"IN0196763","MEIJI","134.57","178"
"IN0691628","MEIJI","140.62","186"
"IN0151296","PUCCHO","209.62","430"
"IN0360910","POCKY","16.93","407"
"IN0217651","POCKY","19.64","472"
"IN0922634","POCKY","19.55","470"
"IN0397718","MEIJI","266.87","353"
"IN0913346","POCKY","0.12","3"
"IN0980909","POCKY","8.69","209"
"IN0362810","POCKY","11.65","280"
"IN0364875","POCKY","2.04","49"
"IN0474150","MEIJI","346.25","458"
"IN0183731","POCKY","9.78","235"
"IN0974681","POCKY","15.27","367"
"IN0480795","PUCCHO","197.44","405"
"IN0738445","MEIJI","77.11","102"
"IN0474746","POCKY","9.07","218"
"IN0182977","PUCCHO","95.55","196"
"IN0935670","PUCCHO","197.44","405"
"IN0606007","MEIJI","312.23","413"
"IN0172783","PUCCHO","161.36","331"
"IN0513371","MEIJI","270.65","358"
"IN0107832","MEIJI","277.45","367"
"IN0843569","POCKY","16.72","402"
"IN0130031","PUCCHO","159.9","328"
"IN0870913","POCKY","14.02","337"
"IN0705379","POCKY","19.88","478"
"IN0786677","PUCCHO","42.41","87"
"IN0131768","PUCCHO","123.34","253"
"IN0935655","MEIJI","266.11","352"
"IN0350890","PUCCHO","181.84","373"
"IN0408434","POCKY","10.44","251"
"IN0428369","MEIJI","93.74","124"
"IN0059716","POCKY","12.11","291"
"IN0472126","MEIJI","8.32","11"
"IN0133040","PUCCHO","195.97","402"
"IN0175624","PUCCHO","177.94","365"
"IN0863311","MEIJI","48.38","64"
"IN0245486","POCKY","16.43","395"
"IN0729280","POCKY","4.91","118"
"IN0337766","PUCCHO","59.48","122"
"IN0990670","MEIJI","67.28","89"
"IN0200153","MEIJI","149.69","198"
"IN0408217","PUCCHO","32.66","67"
"IN0777039","POCKY","4.33","104"
"IN0983879","PUCCHO","175.5","360"
"IN0439713","POCKY","7.07","170"
"IN0613220","POCKY","9.28","223"
"IN0366823","PUCCHO","195.97","402"
"IN0057422","POCKY","18.14","436"
"IN0618015","PUCCHO","162.82","334"
"IN0278848","POCKY","15.93","383"
"IN0824510","PUCCHO","116.51","239"
"IN0063024","POCKY","3.2","77"
"IN0965767","PUCCHO","219.86","451"
"IN0797095","PUCCHO","208.65","428"
"IN0564369","POCKY","12.65","304"
"IN0880962","MEIJI","366.66","485"
"IN0342836","PUCCHO","49.24","101"
"IN0608677","PUCCHO","83.36","171"
"IN0918201","PUCCHO","62.4","128"
"IN0609530","MEIJI","51.41","68"
"IN0588114","POCKY","11.48","276"
"IN0588049","PUCCHO","204.75","420"
"IN0468623","POCKY","3.74","90"
"IN0698899","MEIJI","195.8","259"
"IN0284189","POCKY","1.79","43"
"IN0526710","MEIJI","221.51","293"
"IN0265750","POCKY","0.25","6"
"IN0728701","PUCCHO","171.11","351"
"IN0343039","MEIJI","225.29","298"
"IN0857407","PUCCHO","177.94","365"
"IN0685577","MEIJI","271.4","359"
"IN0917999","PUCCHO","121.39","249"
"IN0574414","PUCCHO","234.97","482"
"IN0759021","POCKY","12.52","301"
"IN0577817","POCKY","18.39","442"
"IN0490227","MEIJI","233.6","309"
"IN0569160","MEIJI","178.42","236"
"IN0795447","POCKY","9.57","230"
"IN0254563","POCKY","19.01","457"
"IN0916943","MEIJI","232.85","308"
"IN0125843","POCKY","2.91","70"
"IN0195943","POCKY","18.84","453"
"IN0741941","MEIJI","195.8","259"
"IN0115103","POCKY","0.29","7"
"IN0912393","PUCCHO","145.28","298"
"IN0984172","POCKY","5.99","144"
"IN0437013","MEIJI","30.24","40"
"IN0329540","POCKY","8.82","212"
"IN0568242","MEIJI","373.46","494"
"IN0821266","MEIJI","326.59","432"
"IN0721589","POCKY","8.24","198"
"IN0491386","POCKY","18.72","450"
"IN0740307","MEIJI","344.74","456"
"IN0408216","PUCCHO","62.89","129"
"IN0982939","POCKY","5.16","124"
"IN0573602","POCKY","8.2","197"
"IN0527431","POCKY","5.32","128"
"IN0091334","PUCCHO","216.94","445"
"IN0981456","PUCCHO","188.17","386"
"IN0138185","PUCCHO","244.24","501"
"IN0271156","MEIJI","101.3","134"
"IN0070965","MEIJI","61.24","81"
"IN0446144","PUCCHO","85.8","176"
"IN0574801","POCKY","0.12","3"
"IN0968277","PUCCHO","58.01","119"
"IN0762927","PUCCHO","166.24","341"
"IN0137694","MEIJI","150.44","199"
"IN0507375","MEIJI","34.02","45"
"IN0273108","POCKY","15.48","372"
"IN0179488","POCKY","13.19","317"
"IN0148003","POCKY","7.28","175"
"IN0705375","PUCCHO","118.46","243"
"IN0350523","MEIJI","77.11","102"
"IN0403264","MEIJI","306.18","405"
"IN0130056","MEIJI","106.6","141"
"IN0120762","PUCCHO","130.16","267"
"IN0630489","PUCCHO","6.34","13"
"IN0487519","MEIJI","207.14","274"
"IN0466079","MEIJI","177.66","235"
"IN0046192","MEIJI","369.68","489"
"IN0915843","MEIJI","113.4","150"
"IN0781780","POCKY","11.27","271"
"IN0046914","MEIJI","190.51","252"
"IN0486451","MEIJI","153.47","203"
"IN0596098","POCKY","11.23","270"
"IN0282967","POCKY","13.73","330"
"IN0497008","PUCCHO","133.09","273"
"IN0221821","MEIJI","14.36","19"
"IN0957588","POCKY","3.54","85"
"IN0913389","POCKY","13.44","323"
"IN0551439","MEIJI","344.74","456"
"IN0654553","POCKY","7.99","192"
"IN0286895","POCKY","18.3","440"
"IN0813354","PUCCHO","80.44","165"
"IN0364713","PUCCHO","112.61","231"
"IN0434024","POCKY","12.81","308"
"IN0209244","POCKY","16.81","404"
"IN0516587","PUCCHO","27.3","56"
"IN0091264","MEIJI","173.88","230"
"IN0721248","PUCCHO","9.26","19"
"IN0719112","POCKY","1.87","45"
"IN0428933","PUCCHO","220.84","453"
"IN0752262","MEIJI","139.1","184"
"IN0180668","MEIJI","213.95","283"
"IN0624430","MEIJI","321.3","425"
"IN0315654","PUCCHO","49.73","102"
"IN0269373","POCKY","4.66","112"
"IN0903881","PUCCHO","112.61","231"
"IN0455213","MEIJI","141.37","187"
"IN0958217","PUCCHO","20.47","42"
"IN0145535","PUCCHO","32.66","67"
"IN0161422","MEIJI","27.22","36"
"IN0585512","POCKY","10.52","253"
"IN0035345","POCKY","7.82","188"
"IN0227978","MEIJI","356.83","472"
"IN0278295","POCKY","20.72","498"
"IN0965767","PUCCHO","77.51","159"
"IN0534110","PUCCHO","30.22","62"
"IN0656434","MEIJI","271.4","359"
"IN0483626","PUCCHO","126.26","259"
"IN0917659","POCKY","1.12","27"
"IN0338044","POCKY","13.4","322"
"IN0897289","MEIJI","240.41","318"
"IN0130261","MEIJI","346.25","458"
"IN0630489","PUCCHO","58.99","121"
"IN0288063","MEIJI","15.88","21"
"IN0084408","PUCCHO","80.92","166"
"IN0954835","PUCCHO","131.14","269"
"IN0454280","PUCCHO","7.8","16"
"IN0519664","MEIJI","168.59","223"
"IN0974676","POCKY","13.1","315"
"IN0083499","PUCCHO","96.52","198"
"IN0714622","MEIJI","377.24","499"
"IN0081123","POCKY","4.33","104"
"IN0579313","POCKY","18.22","438"
"IN0641414","MEIJI","320.54","424"
"IN0137161","PUCCHO","66.3","136"
"IN0954144","MEIJI","317.52","420"
"IN0962480","PUCCHO","19.5","40"
"IN0171105","POCKY","10.03","241"
"IN0814147","MEIJI","291.82","386"
"IN0493699","POCKY","8.28","199"
"IN0394322","PUCCHO","88.72","182"
"IN0529524","PUCCHO","30.22","62"
"IN0223379","MEIJI","266.11","352"
"IN0568131","POCKY","13.1","315"
"IN0270097","PUCCHO","165.75","340"
"IN0650267","PUCCHO","170.14","349"
"IN0763840","POCKY","8.49","204"
"IN0615103","PUCCHO","157.95","324"
"IN0385839","PUCCHO","69.22","142"
"IN0957924","PUCCHO","153.56","315"
"IN0562367","PUCCHO","72.15","148"
"IN0357708","MEIJI","25.7","34"
"IN0638650","PUCCHO","66.3","136"
"IN0574485","MEIJI","58.21","77"
"IN0907459","POCKY","2.16","52"
"IN0924193","PUCCHO","211.57","434"
"IN0927454","MEIJI","9.83","13"
"IN0018127","PUCCHO","14.14","29"
"IN0744375","PUCCHO","190.12","390"
"IN0659850","MEIJI","223.78","296"
"IN0262698","POCKY","16.97","408"
"IN0569921","POCKY","4.45","107"
"IN0107419","POCKY","3.91","94"
"IN0045475","MEIJI","105.84","140"
"IN0588588","POCKY","18.93","455"
"IN0391239","PUCCHO","52.16","107"
"IN0577712","PUCCHO","107.74","221"
"IN0471362","POCKY","3.2","77"
"IN0324896","POCKY","10.44","251"
"IN0751136","POCKY","9.15","220"
"IN0040426","MEIJI","170.1","225"
"IN0188086","POCKY","14.68","353"
"IN0483351","PUCCHO","153.56","315"
"IN0544794","MEIJI","80.89","107"
"IN0908683","MEIJI","326.59","432"
"IN0662194","POCKY","9.82","236"
"IN0473148","POCKY","0.79","19"
"IN0698524","POCKY","6.2","149"
"IN0383098","MEIJI","132.3","175"
"IN0757513","PUCCHO","139.42","286"
"IN0676807","MEIJI","204.88","271"
"IN0866797","PUCCHO","28.27","58"
"IN0453244","PUCCHO","88.24","181"
"IN0925130","MEIJI","138.35","183"
"IN0252605","MEIJI","253.26","335"
"IN0469604","POCKY","11.19","269"
"IN0884336","POCKY","11.19","269"
"IN0092791","MEIJI","78.62","104"
"IN0513265","POCKY","5.78","139"
"IN0660637","PUCCHO","32.66","67"
"IN0502150","PUCCHO","80.44","165"
"IN0042047","POCKY","13.94","335"
"IN0619580","PUCCHO","198.9","408"
"IN0155416","PUCCHO","132.11","271"
"IN0851112","POCKY","3.66","88"
"IN0819262","POCKY","5.57","134"
"IN0934282","MEIJI","172.37","228"
"IN0316607","PUCCHO","21.45","44"
"IN0886147","MEIJI","248.72","329"
"IN0819108","PUCCHO","112.12","230"
"IN0150015","POCKY","13.19","317"
"IN0188699","PUCCHO","140.4","288"
"IN0615644","MEIJI","38.56","51"
"IN0135238","MEIJI","198.83","263"
"IN0852671","MEIJI","84.67","112"
"IN0698909","MEIJI","24.19","32"
"IN0757785","MEIJI","111.13","147"
"IN0237409","POCKY","8.2","197"
"IN0983322","MEIJI","32.51","43"
"IN0485266","POCKY","0.33","8"
"IN0547828","PUCCHO","2.44","5"
"IN0804032","POCKY","4.45","107"
"IN0072964","MEIJI","266.11","352"
"IN0380415","POCKY","19.34","465"
"IN0214061","MEIJI","153.47","203"
"IN0180226","MEIJI","327.35","433"
"IN0819538","POCKY","8.61","207"
"IN0294728","POCKY","20.76","499"
"IN0282950","PUCCHO","27.3","56"
"IN0702703","POCKY","7.4","178"
"IN0868213","POCKY","10.36","249"
"IN0652895","PUCCHO","187.2","384"
"IN0829516","PUCCHO","108.71","223"
"IN0097193","PUCCHO","88.72","182"
"IN0766476","PUCCHO","232.54","477"
"IN0829559","PUCCHO","2.44","5"
"IN0315654","PUCCHO","133.57","274"
"IN0252250","MEIJI","337.93","447"
"IN0599286","POCKY","8.49","204"
"IN0521424","POCKY","12.23","294"
"IN0861009","MEIJI","370.44","490"
"IN0918579","MEIJI","165.56","219"
"IN0509663","PUCCHO","157.95","324"
"IN0130567","MEIJI","71.82","95"
"IN0717588","POCKY","6.74","162"
"IN0410446","POCKY","4.24","102"
"IN0711764","PUCCHO","13.65","28"
"IN0030119","PUCCHO","16.57","34"
"IN0932792","MEIJI","352.3","466"
"IN0970062","PUCCHO","205.72","422"
"IN0058474","PUCCHO","168.67","346"
"IN0606681","MEIJI","234.36","310"
"IN0004168","MEIJI","71.82","95"
"IN0172758","PUCCHO","80.44","165"
"IN0467804","POCKY","8.2","197"
"IN0196278","POCKY","19.22","462"
"IN0135447","PUCCHO","156.97","322"
"IN0081864","PUCCHO","215.96","443"
"IN0973835","POCKY","8.24","198"
"IN0693289","POCKY","11.69","281"
"IN0705475","MEIJI","117.18","155"
"IN0762037","POCKY","15.27","367"
"IN0196198","POCKY","13.48","324"
"IN0202781","PUCCHO","217.42","446"
"IN0370300","PUCCHO","32.17","66"
"IN0426427","POCKY","12.36","297"
"IN0089535","PUCCHO","6.34","13"
"IN0327432","MEIJI","239.65","317"
"IN0390057","PUCCHO","73.61","151"
"IN0876225","MEIJI","4.54","6"
"IN0795902","MEIJI","241.92","320"
"IN0290899","POCKY","7.16","172"
"IN0289173","PUCCHO","150.64","309"
"IN0109604","MEIJI","241.16","319"
"IN0021495","MEIJI","355.32","470"
"IN0311805","POCKY","5.99","144"
"IN0205262","MEIJI","238.9","316"
"IN0137051","PUCCHO","36.56","75"
"IN0066826","POCKY","0.79","19"
"IN0918356","POCKY","6.74","162"
"IN0859956","PUCCHO","34.61","71"
"IN0855610","POCKY","18.22","438"
"IN0218358","MEIJI","108.11","143"
"IN0141008","MEIJI","291.82","386"
"IN0110697","PUCCHO","230.1","472"
"IN0896062","MEIJI","12.1","16"
"IN0828934","MEIJI","132.3","175"
"IN0011822","MEIJI","114.16","151"
"IN0453372","MEIJI","173.88","230"
"IN0115904","POCKY","12.94","311"
"IN0965477","MEIJI","97.52","129"
"IN0361192","PUCCHO","225.22","462"
"IN0368664","POCKY","18.47","444"
"IN0334361","PUCCHO","157.46","323"
"IN0105640","PUCCHO","144.3","296"
"IN0626693","MEIJI","37.8","50"
"IN0872724","POCKY","1.41","34"
"IN0537051","MEIJI","77.11","102"
"IN0223985","POCKY","16.35","393"
"IN0879095","POCKY","8.36","201"
"IN0861494","POCKY","17.35","417"
"IN0156805","PUCCHO","81.9","168"
"IN0888496","POCKY","11.44","275"
"IN0444610","POCKY","4.04","97"
"IN0865923","PUCCHO","118.95","244"
"IN0033430","PUCCHO","186.22","382"
"IN0285407","PUCCHO","228.15","468"
"IN0442051","PUCCHO","146.25","300"
"IN0507379","PUCCHO","122.36","251"
"IN0928571","MEIJI","51.41","68"
"IN0509559","MEIJI","108.11","143"
"IN0322972","PUCCHO","214.5","440"
"IN0353475","MEIJI","288.04","381"
"IN0911481","POCKY","0.04","1"
"IN0035467","POCKY","1.46","35"
"IN0020686","PUCCHO","117.0","240"
"IN0668062","MEIJI","23.44","31"
"IN0333014","PUCCHO","216.94","445"
"IN0438358","PUCCHO","46.31","95"
"IN0575965","POCKY","3.95","95"
"IN0520234","MEIJI","170.86","226"
"IN0446661","MEIJI","262.33","347"
"IN0158214","MEIJI","113.4","150"
"IN0253789","PUCCHO","232.54","477"
"IN0627405","POCKY","11.4","274"
"IN0391423","POCKY","12.02","289"
"IN0839899","POCKY","15.02","361"
"IN0892427","POCKY","4.33","104"
"IN0696545","PUCCHO","203.78","418"
"IN0245735","POCKY","3.49","84"
"IN0838379","PUCCHO","129.19","265"
"IN0314952","POCKY","13.35","321"
"IN0220302","MEIJI","333.4","441"
"IN0451255","PUCCHO","39.49","81"
"IN0778280","POCKY","18.64","448"
"IN0651581","PUCCHO","48.26","99"
"IN0055718","PUCCHO","141.38","290"
"IN0040012","POCKY","12.48","300"
"IN0227952","POCKY","1.79","43"
"IN0337508","MEIJI","154.98","205"
"IN0363655","POCKY","12.44","299"
"IN0198429","PUCCHO","91.65","188"
"IN0548113","PUCCHO","45.34","93"
"IN0371684","POCKY","14.89","358"
"IN0089641","PUCCHO","77.51","159"
"IN0603065","POCKY","4.45","107"
"IN0114131","MEIJI","184.46","244"
"IN0218133","POCKY","17.14","412"
"IN0311624","MEIJI","207.9","275"
"IN0895045","PUCCHO","167.7","344"
"IN0744203","PUCCHO","157.95","324"
"IN0919552","MEIJI","50.65","67"
"IN0247265","PUCCHO","215.96","443"
"IN0861494","PUCCHO","159.41","327"
"IN0195166","PUCCHO","65.81","135"
"IN0956814","PUCCHO","107.74","221"
"IN0687347","MEIJI","285.01","377"
"IN0061220","MEIJI","356.83","472"
"IN0970131","POCKY","1.41","34"
"IN0793337","PUCCHO","229.12","470"
"IN0822538","MEIJI","357.59","473"
"IN0601785","MEIJI","102.82","136"
"IN0537516","PUCCHO","162.82","334"
"IN0115904","MEIJI","139.1","184"
"IN0455226","MEIJI","158.76","210"
"IN0208692","MEIJI","61.99","82"
"IN0768031","MEIJI","340.96","451"
"IN0425871","PUCCHO","222.3","456"
"IN0491421","PUCCHO","152.1","312"
"IN0770987","POCKY","1.46","35"
"IN0302107","MEIJI","266.87","353"
"IN0363655","PUCCHO","103.84","213"
"IN0546203","PUCCHO","138.45","284"
"IN0889318","MEIJI","264.6","350"
"IN0514369","MEIJI","93.74","124"
"IN0861441","MEIJI","304.67","403"
"IN0246771","POCKY","15.68","377"
"IN0407468","MEIJI","328.1","434"
"IN0353386","MEIJI","146.66","194"
"IN0394188","PUCCHO","32.17","66"
"IN0489989","MEIJI","8.32","11"
"IN0162622","MEIJI","48.38","64"
"IN0095939","PUCCHO","21.45","44"
"IN0547425","PUCCHO","238.39","489"
"IN0378521","MEIJI","254.02","336"
"IN0970363","PUCCHO","37.05","76"
"IN0442051","POCKY","19.8","476"
"IN0673725","PUCCHO","39.49","81"
"IN0152764","MEIJI","16.63","22"
"IN0342836","MEIJI","291.06","385"
"IN0924440","POCKY","1.29","31"
"IN0715804","PUCCHO","13.16","27"
"IN0952855","MEIJI","65.02","86"
"IN0201600","MEIJI","362.12","479"
"IN0783897","POCKY","17.26","415"
"IN0003447","POCKY","14.77","355"
"IN0577712","PUCCHO","155.03","318"
"IN0824222","PUCCHO","139.91","287"
"IN0787457","MEIJI","294.08","389"
"IN0390823","MEIJI","235.12","311"
"IN0021706","POCKY","16.1","387"
"IN0771073","POCKY","19.26","463"
"IN0542920","POCKY","4.2","101"
"IN0513053","POCKY","8.99","216"
"IN0843502","MEIJI","352.3","466"
"IN0170738","POCKY","11.15","268"
"IN0712941","POCKY","14.89","358"
"IN0664371","POCKY","7.36","177"
"IN0625883","PUCCHO","102.86","211"
"IN0485579","POCKY","2.87","69"
"IN0775611","POCKY","0.12","3"
"IN0823806","PUCCHO","77.02","158"
"IN0094144","POCKY","11.9","286"
"IN0349542","POCKY","5.57","134"
"IN0494826","POCKY","6.99","168"
"IN0340230","MEIJI","96.01","127"
"IN0239561","POCKY","13.19","317"
"IN0187032","MEIJI","128.52","170"
"IN0331306","POCKY","7.4","178"
"IN0810470","MEIJI","130.79","173"
"IN0879600","PUCCHO","94.09","193"
"IN0362126","PUCCHO","82.39","169"
"IN0771175","POCKY","17.22","414"
"IN0705963","PUCCHO","111.15","228"
"IN0429331","MEIJI","24.19","32"
"IN0547961","PUCCHO","169.65","348"
"IN0602572","PUCCHO","26.81","55"
"IN0040258","MEIJI","33.26","44"
"IN0175891","MEIJI","98.28","130"
"IN0914511","MEIJI","30.24","40"
"IN0122143","POCKY","12.73","306"
"IN0622860","POCKY","4.45","107"
"IN0172758","PUCCHO","19.5","40"
"IN0822266","PUCCHO","238.88","490"
"IN0708158","PUCCHO","155.51","319"
"IN0926912","PUCCHO","121.88","250"
"IN0631135","MEIJI","92.99","123"
"IN0185808","MEIJI","283.5","375"
"IN0609912","MEIJI","148.18","196"
"IN0544282","POCKY","17.72","426"
"IN0435761","PUCCHO","45.34","93"
"IN0570898","POCKY","20.38","490"
"IN0716971","MEIJI","230.58","305"
"IN0574151","PUCCHO","211.09","433"
"IN0386615","PUCCHO","28.27","58"
"IN0520815","PUCCHO","170.62","350"
"IN0100005","PUCCHO","110.17","226"
"IN0237019","PUCCHO","122.36","251"
"IN0117940","PUCCHO","236.92","486"
"IN0281533","POCKY","1.04","25"
"IN0622267","PUCCHO","2.92","6"
"IN0019831","PUCCHO","110.66","227"
"IN0522830","POCKY","1.37","33"
"IN0263783","POCKY","5.24","126"
"IN0739714","POCKY","19.3","464"
"IN0368486","POCKY","13.31","320"
"IN0674859","PUCCHO","69.22","142"
"IN0239260","MEIJI","96.01","127"
"IN0589465","PUCCHO","152.1","312"
"IN0701197","PUCCHO","126.26","259"
"IN0673969","MEIJI","300.13","397"
"IN0177979","PUCCHO","40.46","83"
"IN0501662","PUCCHO","83.85","172"
"IN0976506","PUCCHO","37.05","76"
"IN0349298","POCKY","14.14","340"
"IN0999745","MEIJI","366.66","485"
"IN0113147","POCKY","18.55","446"
"IN0240331","MEIJI","134.57","178"
"IN0450212","POCKY","2.29","55"
"IN0369905","MEIJI","119.45","158"
"IN0758631","MEIJI","1.51","2"
"IN0826528","POCKY","15.93","383"
"IN0009312","MEIJI","71.82","95"
"IN0981479","PUCCHO","33.15","68"
"IN0995028","PUCCHO","149.17","306"
"IN0770730","MEIJI","303.91","402"
"IN0882672","PUCCHO","230.1","472"
"IN0812941","PUCCHO","187.2","384"
"IN0421333","MEIJI","244.94","324"
"IN0144136","MEIJI","42.34","56"
"IN0821172","PUCCHO","58.5","120"
"IN0064008","MEIJI","80.89","107"
"IN0133428","MEIJI","311.47","412"
"IN0981178","PUCCHO","237.9","488"
"IN0641414","PUCCHO","164.29","337"
"IN0046158","POCKY","18.6","447"
"IN0732958","MEIJI","295.6","391"
"IN0751968","PUCCHO","43.88","90"
"IN0184002","PUCCHO","47.29","97"
"IN0983102","PUCCHO","223.28","458"
"IN0551870","MEIJI","26.46","35"
"IN0770077","MEIJI","270.65","358"
"IN0011320","POCKY","14.19","341"
"IN0856891","MEIJI","33.26","44"
"IN0890977","MEIJI","120.2","159"
"IN0771095","MEIJI","328.1","434"
"IN0190272","POCKY","14.64","352"
"IN0343442","MEIJI","55.19","73"
"IN0186666","PUCCHO","131.14","269"
"IN0071367","PUCCHO","45.82","94"
"IN0142893","PUCCHO","195.0","400"
"IN0306377","POCKY","5.74","138"
"IN0727147","POCKY","7.36","177"
"IN0093030","PUCCHO","234.0","480"
"IN0081864","POCKY","20.3","488"
"IN0269373","POCKY","7.57","182"
"IN0074567","PUCCHO","180.86","371"
"IN0970943","MEIJI","356.08","471"
"IN0236490","POCKY","12.6","303"
"IN0101925","POCKY","3.58","86"
"IN0799474","PUCCHO","57.52","118"
"IN0397116","PUCCHO","195.49","401"
"IN0531723","MEIJI","130.79","173"
"IN0971807","MEIJI","213.95","283"
"IN0027990","PUCCHO","236.44","485"
"IN0902432","PUCCHO","176.47","362"
"IN0003198","PUCCHO","204.75","420"
"IN0538289","MEIJI","29.48","39"
"IN0857407","POCKY","7.61","183"
"IN0197619","PUCCHO","210.6","432"
"IN0313912","POCKY","0.08","2"
"IN0128230","POCKY","6.78","163"
"IN0289066","MEIJI","231.34","306"
"IN0576344","POCKY","6.24","150"
"IN0489594","MEIJI","43.09","57"
"IN0986154","MEIJI","258.55","342"
"IN0717549","POCKY","11.52","277"
"IN0131266","PUCCHO","28.27","58"
"IN0011589","PUCCHO","56.06","115"
"IN0746292","POCKY","17.68","425"
"IN0544352","PUCCHO","206.21","423"
"IN0487148","PUCCHO","215.47","442"
"IN0392158","PUCCHO","63.86","131"
"IN0848168","POCKY","19.09","459"
"IN0278848","POCKY","4.95","119"
"IN0539294","PUCCHO","56.06","115"
"IN0294270","MEIJI","82.4","109"
"IN0894354","PUCCHO","88.24","181"
"IN0967024","PUCCHO","224.25","460"
"IN0244450","POCKY","5.57","134"
"IN0331058","PUCCHO","68.25","140"
"IN0817638","POCKY","5.49","132"
"IN0579530","MEIJI","149.69","198"
"IN0662194","PUCCHO","131.14","269"
"IN0399979","PUCCHO","219.86","451"
"IN0643421","MEIJI","12.1","16"
"IN0648178","MEIJI","51.41","68"
"IN0921920","MEIJI","96.01","127"
"IN0440431","MEIJI","135.32","179"
"IN0201904","PUCCHO","168.67","346"
"IN0899151","PUCCHO","210.11","431"
"IN0656770","MEIJI","218.48","289"
"IN0295214","PUCCHO","22.43","46"
"IN0451624","MEIJI","101.3","134"
"IN0147178","PUCCHO","232.05","476"
"IN0343039","MEIJI","280.48","371"
"IN0945671","PUCCHO","157.95","324"
"IN0590254","PUCCHO","46.8","96"
"IN0588588","MEIJI","241.92","320"
"IN0196147","MEIJI","151.96","201"
"IN0514128","PUCCHO","206.21","423"
"IN0246143","MEIJI","3.02","4"
"IN0333135","PUCCHO","171.6","352"
"IN0909003","POCKY","16.43","395"
"IN0835995","POCKY","17.01","409"
